pos_x,pos_y,v,theta
4.46,0.2,0.0,1.5707963267948966
4.459999999990601,0.20021977162337654,0.02907732872503803,1.5707964123315266
4.459999999680851,0.200878276997338,0.05804755542380571,1.5707971820257984
4.459999997574095,0.201973892511617,0.08691006911184074,1.5707993173577
4.459999989796133,0.20350498529037359,0.1156642548752329,1.5708034962463377
4.459999968933259,0.20546991313508403,0.14430949417911887,1.5708103926007373
4.459999922890872,0.20786702447201624,0.17284516517486886,1.5708206758808947
4.459999833773808,0.2106946583042255,0.20127064300597242,1.570835010668409
4.459999676789493,0.21395114416799102,0.2295853001126452,1.5708540562460471
4.459999419175008,0.2176348020936026,0.2577885065351852,1.5708784661856243
4.459999019149074,0.22174394257039803,0.28587963021611257,1.5709088879436097
4.459998424889953,0.22627686651593942,0.3138580373011271,1.5709459624638937
4.459997573540244,0.2312318652492118,0.3417230924389208,1.570990323787185
4.459996390239458,0.23660722046771585,0.36947415907987957,1.5710425986665288
4.459994787185295,0.24240120422832287,0.39711059977370905,1.5711034061884743
4.459992662724471,0.24861207893175255,0.4246317764660139,1.5711733573994402
4.459989900473921,0.2552380973105292,0.4520370507938614,1.5712530549368644
4.459986368473189,0.2622775024202691,0.4793257843803522,1.57134309266475
4.459981918368757,0.2697285276341472,0.5064973391282189,1.5714440553132478
4.459976384631105,0.2775893966403901,0.5335510775124686,1.5715565181219529
4.459969583805166,0.28585832344264167,0.5604863628720786,1.571681046486617
4.459961313794921,0.2945335123630453,0.5873025597007515,1.571818195609015
4.45995135318277,0.3036131580478904,0.6139990339367245,1.5719685101497272
4.459939460584362,0.31309544547567064,0.6405751532516282,1.572132523883649
4.459925374039464,0.32297854996740427,0.6670302873383762,1.5723107593580465
4.459908810439509,0.33326063719907195,0.693363808198062,1.5725037275530342
4.459889464992369,0.3439398632160296,0.7195750904258327,1.5727119275443695
4.459867010724921,0.35501437444926287,0.7456635114956989,1.5729358461684988
4.45984109802393,0.36648230773335233,0.7716284520442311,1.5731759576898237
4.45981135421574,0.378341790326029,0.7974692961530847,1.5734327234701915
4.45977738318526,0.390590939929207,0.8231854316302843,1.5737065916406465
4.459738765034705,0.40322786471138733,0.8487762502901923,1.5739979967755247
4.45969505578249,0.4162506633313412,0.874241148232069,1.574307359568996
4.4596457871027,0.4296574249629861,0.8995795261171287,1.5746350865142111
4.459590466105493,0.44344622932138444,0.9247907894439799,1.5749815695852387
4.459528575158774,0.4576151466898035,0.9498743488223294,1.5753471859220167
4.459459571751453,0.4721622379477886,0.9748296202448166,1.5757322975185861
4.459382888398568,0.48708555460021613,0.9996560253568345,1.5761372509149074
4.459297932588495,0.5023831388073053,1.0243529917241823,1.5765623768926034
4.459204086772488,0.5180530234155828,1.0489199530983782,1.5770079901750071
4.459100708396683,0.5340932319898085,1.0733563496794583,1.5774743891319376
4.458987129976732,0.5505017788458861,1.097661628376064,1.5779618554896568
4.458862659215133,0.5672766690847983,1.1218352430626175,1.5784706540465054
4.458726579161331,0.58441589862762,1.1458766548333694,1.5790010323947508
4.458578148414578,0.6019174542516814,1.1697853322530904,1.579553220649214
4.458416601369528,0.6197793136279658,1.193560751604167,1.5801274311832825
4.458241148504468,0.637999445359845,1.217202397129855,1.5807238583729417
4.4580509767120695,0.6565758090232697,1.2407097612734237,1.5813426783495015
4.457845249672438,0.6755063552085481,1.2640823449129266,1.5819840487617123
4.457623108268259,0.6947890255638595,1.28731965759131,1.582648108548004
4.457383671041714,0.7144217528406692,1.3104212177415726,1.5833349777195964
4.4571260346928145,0.7344024609412171,1.3333865529066773,1.584044757155262
4.456849274618755,0.7547290649682754,1.356215199953903,1.5847775284085357
4.4565524454937835,0.7753994712773762,1.3789067052833248,1.585533353528182
4.45623458188906,0.7964115775317261,1.4014606250301054,1.586312274892745
4.455894698931905,0.8177632727600352,1.4238765252602594,1.5871143150600155
4.455531793003741,0.8394524374174978,1.446153982159578,1.5879394766322459
4.455144842476011,0.8614769434501706,1.4682925822153612,1.5887877421379517
4.4547328084832465,0.8838346543630062,1.4902919223906406,1.5896590739311243
4.454294635732406,0.9065234252917992,1.5121516102905468,1.5905534141086732
4.453829253347544,0.9295411030793157,1.5338712643204917,1.5914706844468949
4.4533355757487705,0.9528855263558753,1.5554505138358343,1.5924107863577404
4.4528125035644255,0.9765545256246586,1.5768889992827035,1.5933736008656343
4.452258924575284,1.0005459233520178,1.5981863723296583,1.5943589886055471
4.451673714689576,1.0248575340630586,1.619342295989873,1.5953667898429924
4.451055738947498,1.049487164442771,1.6403564447335381,1.5963968245165687
4.45040385255385,1.0744326134429707,1.661228504590198,1.597448892303611
4.449716901937371,1.0996916723953152,1.68195817324073,1.5985227727094549
4.4489937258352334,1.125262125130648,1.7025451600987158,1.5996182251807531
4.448233156401166,1.1511417481049155,1.7229891863809432,1.60073498924321
4.447434020335557,1.1773283105318852,1.7432899851668235,1.6018727846640193
4.446595140035848,1.2038195745228932,1.7634473014465024,1.6030313116392139
4.445715334765503,1.2306132952338167,1.7834608921574824,1.6042102510060403
4.444793421839753,1.2577072210194686,1.803330526209593,1.605409264480388
4.4438282178262805,1.2850990935955795,1.8230559844981655,1.606627994919199
4.442818539758985,1.3127866482085189,1.8426370599052997,1.6078660666076954
4.4417632063629275,1.3407676138128877,1.8620735572891371,1.6091230855711522
4.440661039288502,1.3690397132570875,1.8813652934610812,1.6103986399108488
4.439510864352892,1.3976006634769504,1.9005120971509326,1.6116923001637264
4.43831151278684,1.4264481756974878,1.91951380895995,1.6130036196851767
